8.0,0.0,32.0,12.145330361296642,221.54606482999998
8.0,0.0,64.0,12.370602723152203,111.25369892900005
8.0,0.0,128.0,13.284502794536944,63.73117023599991
8.0,0.0,256.0,14.205135001370374,40.491075247000026
8.0,0.2,32.0,13.31679003353825,212.4549657770001
8.0,0.2,64.0,13.465475017688776,117.59976337400008
8.0,0.2,128.0,14.559050298262399,67.01916866700003
8.0,0.2,256.0,14.972211042106586,43.06211460600002
8.0,0.4,32.0,15.108366222578223,212.06281091799997
8.0,0.4,64.0,15.403588280085437,113.697633215
8.0,0.4,128.0,15.25975790905391,64.64691902499999
8.0,0.4,256.0,15.846881602487128,42.638545883999996
8.0,0.7,32.0,23.27900140601311,212.6219853350001
8.0,0.7,64.0,23.22863300058872,114.33235951499978
8.0,0.7,128.0,24.140208452423852,98.37507650399994
8.0,0.7,256.0,24.053678222335176,56.974530426
16.0,0.0,32.0,12.314451882976597,207.07624720400008
16.0,0.0,64.0,12.404978958122047,111.26981226199996
16.0,0.0,128.0,12.170038290591133,65.80063813800007
16.0,0.0,256.0,13.998218296806904,40.584269676000076
16.0,0.2,32.0,12.331459755275509,210.35886407600037
16.0,0.2,64.0,11.912119115236928,114.49630577399967
16.0,0.2,128.0,13.867396812026376,66.959246506
16.0,0.2,256.0,14.27692965769637,42.071643141000095
16.0,0.4,32.0,13.19097881388468,212.13816921299986
16.0,0.4,64.0,12.904440141578139,116.0147348319997
16.0,0.4,128.0,14.694173824078158,66.38577836600007
16.0,0.4,256.0,14.907594698074897,45.43650516200023
16.0,0.7,32.0,16.631363136179257,209.19859967000002
16.0,0.7,64.0,17.028413434309037,118.13389569699984
16.0,0.7,128.0,18.071394543369756,67.46026518899998
16.0,0.7,256.0,18.822813334827682,43.6939337849999
24.0,0.0,32.0,11.547897884468794,211.79862992800008
24.0,0.0,64.0,12.07447014274265,116.20306155799972
24.0,0.0,128.0,12.611923141750232,68.28761908900015
24.0,0.0,256.0,12.80038690816862,44.12966208399939
24.0,0.2,32.0,11.588609846360654,218.55322080899987
24.0,0.2,64.0,12.606965825170372,119.67962621200058
24.0,0.2,128.0,12.37539263714278,70.5964149020001
24.0,0.2,256.0,14.081049736762818,44.506751853000424
24.0,0.4,32.0,12.556207565745776,217.55757800800075
24.0,0.4,64.0,12.955123464941078,118.73543675099972
24.0,0.4,128.0,12.7516048988302,71.1605516769996
24.0,0.4,256.0,14.243673353775012,45.244374005999816
24.0,0.7,32.0,15.745695326231647,217.51253557600012
24.0,0.7,64.0,15.356543730919812,119.89746974399986
24.0,0.7,128.0,15.496744412499275,70.70388113000081
24.0,0.7,256.0,16.793276821609222,46.38034908300051
32.0,0.0,32.0,11.238820628458376,216.32190222500049
32.0,0.0,64.0,11.824350066329833,118.5819626020002
32.0,0.0,128.0,11.940393782169476,69.34915441000066
32.0,0.0,256.0,12.78056436203728,45.2227032539995
32.0,0.2,32.0,11.097199697151597,217.74460215
32.0,0.2,64.0,11.413854622961974,117.57453081699987
32.0,0.2,128.0,12.61689815051823,73.9961949210001
32.0,0.2,256.0,13.438494727381142,60.33079680300034
32.0,0.4,32.0,11.743769141754358,227.32419803300036
32.0,0.4,64.0,12.439970164926635,161.85024552699997
32.0,0.4,128.0,13.005259016697975,103.94476130800012
32.0,0.4,256.0,14.413627397824872,45.253000273
32.0,0.7,32.0,13.922654012385204,219.02545999000085
32.0,0.7,64.0,14.653619076377133,119.56190110100033
32.0,0.7,128.0,15.9679115280337,68.15488231900054
32.0,0.7,256.0,15.44967851008882,60.326131087999784
